,1_HK,2_HK,3_HK,5_HK,6_HK,16_HK,27_HK,151_HK,267_HK,291_HK,322_HK,345_HK,386_HK,388_HK,688_HK,690_HK,700_HK,728_HK,762_HK,763_HK,857_HK,883_HK,921_HK,939_HK,941_HK,960_HK,981_HK,992_HK,1024_HK,1044_HK,1070_HK,1088_HK,1093_HK,1109_HK,1138_HK,1169_HK,1171_HK,1177_HK,1209_HK,1211_HK,1288_HK,1299_HK,1347_HK,1398_HK,1801_HK,1810_HK,1876_HK,1898_HK,1919_HK,1928_HK,1929_HK,2015_HK,2018_HK,2020_HK,2208_HK,2238_HK,2269_HK,2318_HK,2319_HK,2331_HK,2333_HK,2382_HK,2380_HK,2600_HK,2601_HK,2628_HK,2899_HK,3323_HK,3328_HK,3690_HK,3692_HK,3898_HK,3968_HK,3993_HK,3988_HK,6060_HK,6618_HK,6690_HK,6862_HK,9618_HK,9668_HK,9866_HK,9868_HK,9881_HK,9922_HK,9961_HK,9988_HK,9999_HK,9888_HK,772_HK,3888_HK,2400_HK,1833_HK,2885_HK,696_HK,1478_HK,522_HK,1675_HK,1860_HK,136_HK,354_HK,434_HK,2166_HK,650_HK,9995_HK,2162_HK,9966_HK,1877_HK,6600_HK,1167_HK,2197_HK,1530_HK,853_HK,2252_HK,1789_HK,9996_HK,2160_HK,2500_HK,9929_HK,6669_HK,3737_HK,6826_HK,2170_HK,9939_HK,1228_HK,6998_HK,3320_HK,2607_HK,1775_HK,1114_HK,1958_HK,489_HK,1585_HK,2451_HK,1233_HK,968_HK,3868_HK,1108_HK,916_HK,1798_HK,836_HK,1816_HK,658_HK,757_HK,1799_HK,3800_HK,956_HK,1811_HK,639_HK,347_HK,323_HK,1208_HK,1258_HK,1772_HK,2245_HK,1091_HK,581_HK,1333_HK,403_HK,2326_HK,6198_HK,3369_HK,2343_HK,2866_HK,1199_HK,316_HK,1308_HK,1549_HK,2282_HK,880_HK,1128_HK,1992_HK,168_HK,308_HK,678_HK,3908_HK,6881_HK,6886_HK,1788_HK,2611_HK,6066_HK,588_HK,995_HK,6837_HK,6030_HK,1658_HK,11_HK,23_HK,2388_HK,966_HK,2007_HK,3900_HK,3383_HK,1813_HK,3377_HK,817_HK,2009_HK,6865_HK,9633_HK,6186_HK,1579_HK,1458_HK,1688_HK,1112_HK,2145_HK,6993_HK,6601_HK,2338_HK,3808_HK,2128_HK,1829_HK,669_HK,2369_HK,1072_HK,1766_HK,390_HK,1186_HK,1800_HK,525_HK,694_HK
2016-08-12,213.164,144.83,50.658,448.648,112.483,153.25,39.966,6.547,25.365,36.489,10.566,26.242,10.429,243.35,31.469,0.018,947.83,5.033,10.586,50.091,9.785,74.68,5.639,8.659,129.251,12.984,0.78,28.913,,84.468,1.339,23.891,8.486,24.345,7.173,1.429,13.838,104.52,,202.872,4.102,51.892,8.37,7.163,,,,5.353,4.171,41.67,7.48,,81.079,24.03,13.407,12.113,,84.994,29.068,7.698,144.119,35.377,4.415,3.917,32.839,22.654,57.927,9.722,9.188,,,49.944,34.697,7.047,5.327,,,,,,,,,,,,,,,,16.38,,,,51.657,1.992,91.46,,,0.036,3.551,3.185,,1.136,,,,,,,,7.72,4.79,,,,,,,,2.255,35.272,,,,,,21.282,,8.901,7.609,10.849,1.73,,3.935,3.455,,4.77,7.069,0.901,18.312,2.513,7.6,0.176,6.618,1.311,1.188,1.304,2.532,4.454,2.886,0.213,0.987,,,0.485,1.812,,1.166,29.63,3.893,2.922,5.21,3.365,15.835,91.808,5.94,0.233,16.456,9.45,19.93,,32.961,3.275,2.622,11.76,8.086,18.091,10.81,,,3.403,9.706,14.931,20.01,,232.8,52.97,38.461,17.954,4.663,9.162,8.213,7.212,5.035,2.85,6.877,1.706,,,3.49,,,27.47,,,,87.13,4.386,5.29,5.916,72.422,13.482,15.495,8.311,6.815,11.282,11.068,5.414,11.128
2016-08-19,214.664,143.51,50.258,449.923,112.033,151.05,38.032,6.357,25.465,36.489,10.246,26.302,10.468,237.45,31.677,0.027,1017.83,5.263,11.586,52.135,9.765,75.58,5.289,8.723,128.951,14.344,0.79,28.353,,83.468,1.286,22.531,8.466,25.045,7.193,1.401,12.974,105.06,,199.262,4.172,50.642,8.43,7.288,,,,4.913,4.183,39.47,7.61,,86.579,23.83,13.667,11.673,,88.994,28.348,7.939,137.069,39.877,4.395,3.947,32.039,22.814,56.727,9.622,9.176,,,51.394,35.456,6.957,5.382,,,,,,,,,,,,,,,,16.34,,,,50.937,2.492,92.31,,,0.036,3.621,3.435,,1.024,,,,,,,,7.67,4.85,,,,,,,,2.135,35.372,,,,,,22.132,,9.241,7.369,10.389,1.72,,3.935,3.525,,4.68,7.249,0.901,18.928,2.463,7.77,0.178,6.718,1.371,1.378,1.334,2.402,4.271,2.856,0.202,0.967,,,0.475,1.812,,1.148,29.63,3.803,2.902,5.21,3.303,15.695,91.687,5.74,0.243,16.655,9.43,18.63,,31.111,3.275,2.7,11.64,8.336,17.711,9.982,,,3.493,9.996,14.811,19.63,,235.1,51.485,38.111,17.543,5.036,9.522,8.325,7.522,5.095,2.99,6.537,1.696,,,3.85,,,26.72,,,,86.209,4.546,5.5,5.836,66.022,13.942,15.815,8.291,6.695,11.202,11.028,5.454,10.948
2016-08-26,216.164,145.07,50.601,454.173,111.133,152.95,37.766,6.887,25.425,38.382,11.046,25.972,10.468,237.06,30.065,0.122,1010.83,5.183,11.346,47.496,9.705,74.68,5.819,8.745,126.501,13.844,0.84,28.033,,84.018,1.265,22.491,9.106,24.545,7.013,1.327,12.862,101.64,,198.502,4.202,50.942,8.23,7.319,,,,4.913,4.033,39.67,7.46,,87.079,23.73,14.047,11.893,,87.094,32.948,8.35,135.419,41.027,4.165,3.967,31.889,23.114,54.777,9.902,9.264,,,43.144,35.318,6.927,5.338,,,,,,,,,,,,,,,,16.86,,,,49.737,2.792,92.06,,,0.039,3.611,3.315,,1.205,,,,,,,,7.49,4.6,,,,,,,,2.115,38.372,,,,,,22.982,,9.001,8.279,9.749,1.68,,3.975,3.455,,4.71,7.359,0.871,18.664,2.383,8.53,0.177,6.538,1.335,1.318,1.304,2.502,4.124,2.846,0.195,0.927,,,0.445,1.812,,1.148,30.755,4.603,2.862,5.11,3.194,15.835,90.598,5.49,0.234,16.155,9.3,18.55,,31.161,3.225,2.747,11.58,7.906,17.391,10.018,,,3.443,9.686,14.611,19.35,,234.5,50.715,38.061,16.938,4.972,9.182,7.695,7.022,5.015,2.87,6.317,1.896,,,4.25,,,24.32,,,,85.671,4.366,6.06,5.776,66.922,13.022,15.455,7.811,6.415,10.552,10.648,5.544,10.868
2016-09-02,220.214,144.554,50.601,467.349,111.283,153.85,38.566,6.637,24.845,39.049,10.676,26.872,10.468,239.26,31.157,0.093,1017.83,5.163,11.286,48.283,9.625,73.68,5.549,8.916,126.79,14.324,0.87,28.593,,83.768,1.274,23.111,8.966,25.445,6.873,1.415,13.182,100.02,,208.762,4.372,52.492,9.17,7.278,,,,5.293,4.022,41.22,7.15,,91.629,24.08,13.147,12.033,,90.094,32.468,8.477,137.669,42.877,4.095,3.987,31.839,23.054,52.827,9.242,9.682,,,45.894,36.801,6.837,5.514,,,,,,,,,,,,,,,,17.2,,,,58.137,3.002,91.31,,,0.04,3.731,3.785,,1.211,,,,,,,,7.7,5.11,,,,,,,,2.125,37.822,,,,,,23.082,,9.731,8.159,9.859,1.72,,3.885,3.425,,4.58,6.909,0.841,19.016,2.363,8.22,0.178,6.818,1.287,1.318,1.294,2.462,4.344,2.866,0.185,0.917,,,0.435,1.812,,1.16,34.13,4.773,2.782,5.15,3.21,15.975,92.957,5.55,0.223,17.435,9.47,18.81,,32.261,3.265,2.637,11.32,8.166,17.551,10.306,,,3.443,9.616,14.911,19.77,,236.3,51.43,39.661,17.059,5.207,9.462,7.774,7.092,5.044,2.94,6.637,2.116,,,3.98,,,23.32,,,,83.367,4.536,6.12,5.566,65.622,13.114,15.275,7.931,6.185,10.502,10.078,5.744,10.198
2016-09-09,220.449,145.754,51.229,470.749,112.433,162.85,41.766,6.487,25.305,39.022,11.396,27.48,10.522,258.06,32.145,0.046,1077.83,5.093,11.616,53.157,9.665,75.63,5.879,9.098,129.74,14.144,0.88,29.113,,84.568,1.286,23.551,9.016,26.645,7.223,1.425,13.806,100.2,,217.312,4.512,53.842,9.47,7.445,,,,5.293,4.436,44.17,7.7,,91.979,25.43,14.647,12.913,,93.461,32.628,8.761,148.469,39.527,4.375,4.067,34.189,25.434,53.577,9.542,9.884,,,46.094,37.042,7.137,5.679,,,,,,,,,,,,,,,,17.56,,,,60.117,3.102,94.61,,,0.042,3.661,3.955,,1.08,,,,,,,,8.15,5.05,,,,,,,,2.035,39.622,,,,,,22.982,,9.771,8.239,10.329,1.57,,4.205,3.555,,6.28,7.499,0.881,19.896,2.503,8.66,0.19,6.578,1.419,1.348,1.364,2.612,4.661,2.906,0.202,0.947,,,0.445,1.812,,1.184,46.13,4.743,2.862,5.59,3.551,16.115,97.192,6.03,0.255,18.215,9.78,20.09,,34.711,3.355,2.637,11.68,8.526,18.291,11.242,,,3.593,10.176,15.251,20.15,,239.7,53.333,41.411,18.729,5.527,10.162,7.999,7.362,5.414,3.11,6.817,2.026,,,3.66,,,25.72,,,,91.969,4.736,6.5,5.896,65.922,14.126,16.435,8.161,6.405,10.522,10.358,5.844,10.188
2016-09-15,217.999,142.994,51.171,464.586,111.133,157.15,42.699,6.407,24.625,38.089,12.006,28.17,10.145,252.06,30.533,-0.02,1057.83,4.933,11.276,51.899,9.43,73.68,5.799,8.787,126.24,13.764,0.89,28.033,,83.818,1.256,22.931,8.806,24.795,6.833,1.403,13.47,97.23,,206.482,4.352,52.892,9.38,7.194,,,,5.223,4.275,44.92,7.49,,88.379,24.67,14.267,12.213,,90.161,31.588,8.548,141.569,40.077,4.255,3.877,32.689,24.634,51.927,9.182,9.492,,,44.144,35.559,6.867,5.492,,,,,,,,,,,,,,,,18.16,,,,59.637,3.212,92.61,,,0.044,3.721,4.335,,1.118,,,,,,,,8.09,5.11,,,,,,,,1.915,39.272,,,,,,21.732,,9.391,9.249,9.589,1.6,,4.175,3.495,,6.23,7.109,0.841,19.368,2.403,8.66,0.198,7.008,1.335,1.338,1.274,2.512,4.258,2.826,0.194,0.947,,,0.42,1.812,,1.22,45.38,4.673,2.822,5.49,3.52,15.685,95.135,5.69,0.255,18.655,10.04,21.05,,32.861,3.215,2.606,11.08,8.066,17.071,10.918,,,3.713,10.156,14.531,18.95,,238.1,52.398,41.111,17.301,5.484,9.692,7.864,7.122,5.214,3.01,6.377,1.876,,,3.66,,,25.82,,,,91.047,4.746,6.11,5.546,64.322,14.31,15.915,7.901,6.185,10.152,9.968,5.734,9.958
2016-09-23,218.449,144.854,51.742,463.311,112.583,160.55,41.672,6.432,24.425,37.582,11.856,27.21,10.418,253.46,32.301,-0.086,1099.83,5.073,11.706,51.349,9.53,74.43,6.779,8.916,128.09,14.304,0.87,28.313,,83.258,1.253,24.051,9.276,26.445,6.923,1.353,14.126,101.01,,208.382,4.452,54.342,9.47,7.257,,,,5.453,4.206,42.37,7.47,,86.829,24.77,14.087,11.773,,90.361,31.108,8.548,137.369,38.227,4.285,3.967,33.739,24.984,52.077,9.162,9.884,,,44.594,36.835,6.777,5.514,,,,,,,,,,,,,,,,20.34,,,,61.017,3.282,94.71,,,0.042,3.631,4.925,,1.174,,,,,,,,8.69,5.2,,,,,,,,1.895,39.072,,,,,,22.182,,9.271,8.769,9.529,1.57,,4.255,3.445,,6.25,7.479,0.881,19.176,2.453,9.38,0.193,6.088,1.323,1.358,1.314,2.652,4.576,2.876,0.201,1.007,,,0.41,1.812,,1.316,40.13,4.713,2.882,5.47,3.396,15.965,93.865,5.91,0.246,18.215,9.91,20.15,,35.961,3.225,2.684,10.7,8.116,17.031,11.062,,,3.583,9.936,14.931,19.13,,238.5,52.123,40.116,17.301,5.719,10.172,7.965,7.232,5.334,3.05,6.377,1.956,,,3.8,,,25.22,,,,93.631,4.726,6.24,5.526,64.122,14.126,15.935,8.241,6.315,10.252,10.138,5.664,10.381
2016-09-30,216.749,144.734,51.114,459.486,111.333,159.05,41.672,6.382,24.025,37.529,12.016,28.05,10.626,252.26,31.313,-0.115,1073.83,5.003,11.536,50.248,9.56,75.28,7.339,8.723,125.59,13.624,0.87,27.873,,81.558,1.243,23.931,9.116,24.787,6.743,1.327,14.302,101.55,,198.122,4.392,54.092,9.27,7.225,,,,5.543,3.987,42.62,7.4,,83.329,25.32,13.287,11.203,,87.761,30.908,8.52,137.069,39.227,4.185,3.917,32.589,24.034,51.027,9.162,9.454,,,43.494,36.559,6.447,5.481,,,,,,,,,,,,,,,,19.7,,,,60.237,3.272,95.11,,,0.047,3.621,4.825,,1.18,,,,,,,,8.78,5.28,,,,,,,,1.835,38.472,,,,,,22.482,,9.081,8.719,9.329,1.67,,4.065,3.125,,5.94,6.749,0.841,18.56,2.343,9.03,0.181,5.648,1.227,1.288,1.224,2.952,4.173,2.776,0.206,1.017,,,0.39,1.812,,1.292,37.205,4.823,2.922,5.37,3.256,15.665,91.626,5.81,0.246,18.515,9.98,19.87,,34.661,3.215,2.747,10.6,7.696,16.291,10.558,,,3.513,9.586,14.271,18.51,4.77,237.8,50.693,39.516,16.26,5.495,9.602,7.718,7.062,5.064,2.88,6.497,1.876,,,3.83,,,24.07,,,,91.173,4.726,6.0,5.476,66.022,13.022,15.335,7.901,6.145,10.002,9.818,5.554,10.311
2016-10-07,216.149,142.754,51.171,467.136,108.933,159.15,44.339,6.622,24.365,38.649,12.986,28.8,10.99,257.26,30.013,-0.115,1089.83,5.133,11.636,50.641,9.99,78.88,7.229,8.905,128.19,13.164,0.91,28.113,,81.108,1.258,24.711,9.656,23.387,7.193,1.405,15.454,112.17,,200.022,4.492,56.492,9.99,7.382,,,,5.753,4.125,43.77,7.31,,84.529,25.32,13.807,11.573,,90.961,31.868,8.747,144.269,40.077,4.265,4.087,33.689,25.534,49.527,9.402,9.644,,,44.194,37.284,6.657,5.58,,,,,,,,,,,,,,,,20.74,,,,61.197,4.032,99.71,,,0.047,3.721,5.425,1.8,1.093,,,,,,,,8.71,5.94,,,,,,,,1.831,39.022,,,,,,23.082,,9.301,8.849,9.559,1.69,,4.115,3.115,,6.34,6.999,0.831,19.044,2.363,9.43,0.194,5.318,1.287,1.318,1.234,2.922,4.441,2.836,0.211,1.017,,,0.435,1.812,,1.268,36.83,4.903,3.132,5.75,3.365,16.155,94.651,5.89,0.26,18.815,9.85,19.11,,36.361,3.245,2.731,10.76,7.846,16.911,11.062,,,3.463,9.586,14.831,18.91,4.78,240.7,52.618,39.866,17.519,5.399,9.672,7.707,6.802,5.034,2.79,6.657,1.786,,,4.01,,,24.27,,,,95.628,4.926,6.46,5.476,65.922,13.39,15.655,8.011,6.215,10.142,9.968,5.664,10.201
2016-10-14,215.049,141.494,51.514,465.224,107.733,155.95,43.539,6.422,24.105,38.596,12.266,29.25,10.717,253.86,28.609,-0.152,1053.83,5.163,12.106,48.204,9.83,79.38,6.579,8.627,125.59,12.424,0.95,27.873,,80.258,1.28,24.331,9.536,22.567,7.053,1.303,15.406,109.83,,196.032,4.322,54.642,9.52,7.089,,,,5.683,4.01,43.97,7.27,,83.279,23.95,13.467,12.167,,88.761,31.788,8.704,148.319,39.277,4.185,4.007,32.739,24.734,49.377,9.142,9.302,,,41.544,35.731,6.627,5.371,,,,,,,,,,,,,,,,20.02,,,,57.777,4.192,97.71,,,0.046,3.611,5.085,1.79,1.074,,,,,,,,7.82,6.0,,,,,,,,1.841,38.422,,,,,,22.532,,9.631,8.419,9.629,1.59,,3.995,3.125,,5.98,6.799,0.801,18.824,2.323,9.17,0.186,5.328,1.299,1.298,1.214,2.802,4.356,2.806,0.209,1.037,,,0.405,1.812,,1.292,40.205,5.193,3.002,5.73,3.272,16.015,93.26,6.04,0.246,18.235,9.88,18.83,,37.111,3.235,2.825,11.02,7.786,16.911,10.666,,,3.493,9.516,14.831,19.05,4.76,240.3,50.858,39.466,17.01,5.495,9.472,7.639,6.622,4.904,2.64,6.137,1.796,,,3.79,,,24.02,,,,96.242,4.906,6.39,5.366,65.922,12.562,15.495,7.911,6.335,10.532,9.918,5.714,10.101
2016-10-20,216.349,142.394,51.913,469.795,107.733,156.15,42.806,6.432,24.185,38.222,11.776,30.33,10.821,255.06,29.285,-0.134,1079.83,5.243,11.656,48.204,10.01,80.58,7.179,8.691,123.74,12.404,0.98,27.873,,80.558,1.268,24.871,9.706,23.047,7.173,1.337,15.598,111.45,,200.022,4.312,55.292,9.65,7.089,,,,5.833,4.079,43.42,7.24,,85.429,24.77,13.607,12.287,,87.961,32.188,9.228,157.019,41.527,4.215,3.997,33.189,24.134,49.977,9.202,9.403,,,41.544,36.042,6.777,5.415,,,,,,,,,,,,,,,,18.98,,,,56.697,3.972,101.66,,,0.049,3.771,4.865,1.79,1.049,,,,,,,,8.07,6.1,,,,,,,,1.771,37.472,,,,,,22.482,,10.261,8.509,9.649,1.64,,4.235,3.025,,5.96,6.969,0.841,19.0,2.363,9.4,0.186,5.388,1.275,1.308,1.214,2.892,4.332,2.776,0.213,1.057,,,0.415,1.812,,1.316,38.705,5.153,3.062,5.95,3.303,16.135,94.772,6.06,0.246,18.055,9.79,18.79,,35.811,3.285,2.903,11.84,7.976,16.991,10.666,,,3.513,9.386,14.971,19.13,4.76,241.4,50.858,40.266,16.768,5.452,9.472,7.594,6.662,4.864,2.65,6.137,1.786,,,3.8,,,23.44,,,,95.781,4.736,6.59,5.716,67.222,12.562,15.635,8.011,6.625,11.102,10.408,5.844,9.951
2016-10-28,213.249,142.034,52.142,467.882,108.533,156.95,45.272,6.372,24.085,38.062,11.776,28.89,10.639,252.46,29.025,-0.209,1048.83,5.103,11.336,48.44,9.85,77.38,6.819,8.563,119.94,12.164,0.94,27.393,,79.108,1.271,25.011,9.406,22.647,6.933,1.265,15.39,105.51,,200.022,4.292,53.942,9.38,6.995,,,,5.803,4.079,42.97,7.26,,79.379,26.92,12.707,12.207,,88.561,32.308,9.044,139.469,39.877,4.025,4.017,31.939,23.314,50.127,9.342,9.327,,,40.944,35.007,6.837,5.371,,,,,,,,,,,,,,,,18.9,,,,55.137,4.062,107.46,,,0.05,3.721,4.935,1.77,1.536,,,,,,,,7.64,6.04,,,,,,,,1.741,37.322,,,,,9.01,21.782,,9.681,8.769,9.359,1.67,,4.105,3.025,,5.78,6.409,0.801,18.142,2.313,9.19,0.186,5.348,1.251,1.288,1.164,2.902,4.454,2.816,0.212,1.057,,,0.455,1.812,,1.292,37.955,5.023,2.932,5.69,3.241,15.575,93.804,5.84,0.238,17.995,9.67,18.99,,35.361,3.225,2.809,11.48,7.986,16.891,10.846,,,3.483,9.436,14.871,19.27,4.16,239.4,50.033,40.816,16.115,5.506,9.402,7.515,6.472,4.784,2.64,6.297,1.806,,,3.56,,,22.98,,,,102.233,4.956,6.58,5.536,63.222,12.286,15.415,8.011,6.535,10.982,10.288,5.854,9.791
2016-11-04,213.649,142.394,52.427,464.057,109.383,157.35,45.072,6.282,24.085,37.289,11.716,28.77,10.561,248.16,28.505,-0.19,1008.83,5.063,11.276,47.182,9.77,75.93,6.429,8.563,119.04,11.654,1.11,26.753,,78.908,1.258,25.491,9.226,22.387,6.863,1.287,15.294,107.67,,190.409,4.322,50.342,9.24,7.016,,,,5.753,3.976,43.02,7.67,,75.429,26.32,12.947,10.837,,88.661,31.468,8.803,133.319,37.227,4.015,4.017,31.689,23.254,52.677,9.542,9.429,,,41.094,34.938,6.807,5.371,,,,,,,,,,,,,,,,18.26,,,,52.797,3.722,106.71,,,0.049,3.611,4.535,1.81,1.524,,,,,,,,7.83,5.73,,,,,,,,1.671,37.122,,,,,8.71,21.282,,9.981,8.209,9.399,1.69,,4.205,3.015,,5.25,6.449,0.781,18.296,2.273,9.62,0.182,5.298,1.239,1.248,1.154,2.792,4.49,2.806,0.195,1.087,,,0.44,1.812,,1.304,44.705,4.783,2.802,5.65,3.225,15.415,93.26,5.72,0.24,18.655,9.67,18.13,,35.961,3.175,2.903,11.62,7.946,16.891,10.63,,,3.423,9.306,14.891,19.03,4.35,241.6,50.143,40.566,16.018,5.57,9.312,7.56,6.422,4.754,2.6,6.317,1.786,,,3.55,,,24.57,,,,102.847,5.286,6.3,5.486,62.222,11.642,14.895,7.761,6.845,11.342,10.588,5.644,9.521
